,policyID
17343,935136
17344,474244
17345,801288
17346,332283
17347,474089
17348,554469
17349,226765
17350,606031
17351,982866
17352,360346
17353,893121
17354,674534
17355,404853
17356,429331
17357,961377
17358,203632
17359,860894
17360,948849
17361,615294
17362,466132
17363,261502
17364,808852
17365,138725
17366,678358
17367,917664
17368,308658
17369,651804
17370,121530
17371,140003
17372,819551
17373,326623
17374,508785
17375,798280
17376,191044
17377,818695
17378,644870
17379,970217
17380,172138
17381,575527
17382,967281
17383,803618
17384,979507
17385,151398
17386,836761
17387,555024
17388,216145
17389,576218
17390,718613
17391,765135
17392,965882
17393,572751
17394,608853
17395,829305
17396,330541
17397,260579
17398,465834
17399,700753
17400,353836
17401,502623
17402,633315
17403,829303
17404,559438
17405,635848
17406,270159
17407,217161
17408,110280
17409,458642
17410,709189
17411,862119
17412,428097
17413,545654
17414,219903
17415,318337
17416,582530
17417,905338
17418,838111
17419,662275
17420,721571
17421,287087
17422,669419
17423,622520
17424,569332
17425,502845
17426,498350
17427,124288
17428,320912
17429,351954
17430,906126
17431,436052
17432,883496
17433,522047
17434,312924
17435,646742
17436,384669
17437,542278
17438,452311
17439,574318
17440,987735
17441,646886
17442,452524
17443,436092
17444,447626
17445,390591
17446,864221
17447,203691
17448,735168
17449,639640
17450,805484
17451,721351
17452,349424
17453,940987
17454,232513
17455,119627
17456,994243
17457,754433
17458,173289
17459,141938
17460,741726
17461,974604
17462,835768
17463,994386
17464,140136
17465,371360
17466,920513
17467,140236
17468,689529
17469,744851
17470,168280
17471,635192
17472,499554
17473,487108
17474,522468
17475,461117
17476,172057
17477,339082
17478,643431
17479,647792
17480,541692
17481,611463
17482,733332
17483,796548
17484,801249
17485,863632
17486,659627
17487,487117
17488,301444
17489,902267
17490,530842
17491,484651
17492,562730
17493,571700
17494,215023
17495,278032
17496,560387
17497,902473
17498,667321
17499,892793
17500,355993
17501,569678
17502,946819
17503,965313
17504,992235
17505,634735
17506,166470
17507,678377
17508,437606
17509,896734
17510,789650
17511,356621
17512,558372
17513,173199
17514,856400
17515,984061
17516,425896
17517,271734
17518,367775
17519,355760
17520,944395
17521,143992
17522,412944
17523,139757
17524,748594
17525,816130
17526,495257
17527,719714
17528,973692
17529,554745
17530,700606
17531,574490
17532,718638
17533,378023
17534,659776
17535,378438
17536,997331
17537,282681
17538,700682
17539,825968
17540,150967
17541,880895
17542,725930
17543,216149
17544,627868
17545,699242
17546,660295
17547,636962
17548,343822
17549,854890
17550,150554
17551,204758
17552,272337
17553,963562
17554,270754
17555,358108
17556,837955
17557,432016
17558,529545
17559,961967
17560,142164
17561,773375
17562,505203
17563,393488
17564,773648
17565,115665
17566,582327
17567,519260
17568,317576
17569,658950
17570,443997
17571,393185
17572,280420
17573,561082
17574,432533
17575,124933
17576,858658
17577,622151
17578,466626
17579,387281
17580,567352
17581,731203
17582,107129
17583,659135
17584,837138
17585,779700
17586,997161
17587,357914
17588,173853
17589,667395
17590,152955
17591,408255
17592,406116
17593,637091
17594,971896
17595,595203
17596,985693
17597,123369
17598,446302
17599,136809
17600,547411
17601,735373
17602,285772
17603,490234
17604,615238
17605,516789
17606,918308
17607,279184
17608,210546
17609,717975
17610,496166
17611,326286
17612,427090
17613,202320
17614,149701
17615,410612
17616,461157
17617,454581
17618,592428
17619,772605
17620,632806
17621,753706
17622,537159
17623,702715
17624,383379
17625,964884
17626,387423
17627,800992
17628,445179
17629,613758
17630,408658
17631,535377
17632,491625
17633,850392
17634,990420
17635,296089
17636,133460
17637,470310
17638,220178
17639,311729
17640,861487
17641,432346
17642,673104
17643,132018
17644,128147
17645,856982
17646,818175
17647,373879
17648,197607
17649,963127
17650,900600
17651,706599
17652,901540
17653,656543
17654,155516
17655,841139
17656,451105
17657,609272
17658,776230
17659,586607
17660,575282
17661,798288
17662,367916
17663,890939
17664,116717
17665,994333
17666,777422
17667,477806
17668,460946
17669,100693
17670,578361
17671,641517
17672,391105
17673,882744
17674,630836
17675,570991
17676,684051
17677,198702
17678,137621
17679,699815
17680,430069
17681,958864
17682,570336
17683,827283
17684,262744
17685,242589
17686,793989
17687,273468
17688,749934
17689,682332
17690,813570
17691,839209
17692,387767
17693,640051
17694,526161
17695,227106
17696,458803
17697,938141
17698,649423
17699,323851
17700,474671
17701,559833
17702,409342
17703,664266
17704,436918
17705,323659
17706,179948
17707,633828
17708,350940
17709,683182
17710,978164
17711,659150
17712,680718
17713,857256
17714,771320
17715,418777
17716,451832
17717,960321
17718,971909
17719,274157
17720,644549
17721,452798
17722,439761
17723,627658
17724,448049
17725,805694
17726,150152
17727,126686
17728,574623
17729,321679
17730,395556
17731,428000
17732,517614
17733,123782
17734,588357
17735,420149
17736,697136
17737,315307
17738,214132
17739,846393
17740,406647
17741,940657
17742,380664
17743,329122
17744,200592
17745,582621
17746,395192
17747,245375
17748,522393
17749,107910
17750,128064
17751,152038
17752,478587
17753,990346
17754,441959
17755,338733
17756,573315
17757,815517
17758,406915
17759,179911
17760,114545
17761,904930
17762,810494
17763,938409
17764,779402
17765,213096
17766,889835
17767,685263
17768,298686
17769,591124
17770,557967
17771,458207
17772,947087
17773,266899
17774,879795
17775,790237
17776,574923
17777,212706
17778,268603
17779,899960
17780,270842
17781,954102
17782,905212
17783,588844
17784,786633
17785,819052
17786,472865
17787,616769
17788,534503
17789,627894
17790,927605
17791,244319
17792,122578
17793,577106
17794,468088
17795,340019
17796,499563
17797,407032
17798,453630
17799,602693
17800,767378
17801,854373
17802,782065
17803,732384
17804,133562
17805,127681
17806,414634
17807,439739
17808,437671
17809,992797
17810,631228
17811,287374
17812,512486
17813,302137
17814,480777
17815,753819
17816,458076
17817,538936
17818,456164
17819,602545
17820,708187
17821,690113
17822,467907
17823,723320
17824,287295
17825,708846
17826,473430
17827,949046
17828,611337
17829,994005
17830,851343
17831,771324
17832,846695
17833,652424
17834,302110
17835,353793
17836,593572
17837,374318
17838,826496
17839,185342
17840,581343
17841,703143
17842,108866
17843,524975
17844,711119
17845,145904
17846,858679
17847,885893
17848,408017
17849,673117
17850,735612
17851,833416
17852,804410
17853,719066
17854,460935
17855,878070
17856,356118
17857,839724
17858,829664
17859,833594
17860,950157
17861,686701
17862,772790
17863,125713
17864,783130
17865,100074
17866,544757
17867,734611
17868,806267
17869,455803
17870,133174
17871,706390
17872,409438
17873,654978
17874,255998
17875,193823
17876,803965
17877,229420
17878,893650
17879,126606
17880,436297
17881,676763
17882,406071
17883,542772
17884,954870
17885,181383
17886,219052
17887,505154
17888,880751
17889,262056
17890,898351
17891,423956
17892,830116
17893,544546
17894,237679
17895,745344
17896,535358
17897,430027
17898,143173
17899,250387
17900,761101
17901,296148
17902,338814
17903,120681
17904,678054
17905,573639
17906,173942
17907,409502
17908,589888
17909,955020
17910,637814
17911,587618
17912,544341
17913,908336
17914,465285
17915,702973
17916,943124
17917,441995
17918,688349
17919,746616
17920,475792
17921,686632
17922,488046
17923,756530
17924,338780
17925,733093
17926,690558
17927,503298
17928,345649
17929,673684
17930,168789
17931,204876
17932,605270
17933,791662
17934,449469
17935,220272
17936,872397
17937,860828
17938,797761
17939,487929
17940,620600
17941,531111
17942,932961
17943,556634
17944,746884
17945,594044
17946,236733
17947,395026
17948,680212
17949,304546
17950,412105
17951,384239
17952,632250
17953,911699
17954,255010
17955,889689
17956,936324
17957,391648
17958,344117
17959,689030
17960,903792
17961,891640
17962,586497
17963,355220
17964,572905
17965,220864
17966,482204
17967,727289
17968,947286
17969,357844
17970,335685
17971,340307
17972,294521
17973,502985
17974,147563
17975,756540
17976,810070
17977,599565
17978,568188
17979,523527
17980,207533
17981,686769
17982,728291
17983,619222
17984,144113
17985,853680
17986,418132
17987,577545
17988,221675
17989,613338
17990,866137
17991,499530
17992,728060
17993,682211
17994,213468
17995,179504
17996,538858
17997,572897
17998,345822
17999,396167
18000,982600
18001,463495
18002,312429
18003,733738
18004,772582
18005,864820
18006,560860
18007,488802
18008,353421
18009,556107
18010,629227
18011,520062
18012,594135
18013,451557
18014,348355
18015,645385
18016,674526
18017,304344
18018,648473
18019,597916
18020,548239
18021,598658
18022,491085
18023,556161
18024,862194
18025,130566
18026,665180
18027,230814
18028,240632
18029,798523
18030,342599
18031,117013
18032,695016
18033,365942
18034,808416
18035,820256
18036,864384
18037,738692
18038,206767
18039,742795
18040,851980
18041,330762
18042,734498
18043,514247
18044,409417
18045,146929
18046,606100
18047,810803
18048,868615
18049,962650
18050,797579
18051,984628
18052,978109
18053,950547
18054,445097
18055,473479
18056,920203
18057,412034
18058,906739
18059,751328
18060,808032
18061,474065
18062,974919
18063,514997
18064,516118
18065,205479
18066,146257
18067,478934
18068,834178
18069,347506
18070,454937
18071,201631
18072,298810
18073,275314
18074,361911
18075,786181
18076,732034
18077,262911
18078,878408
18079,529577
18080,136383
18081,646181
18082,576926
18083,169897
18084,389184
18085,113582
18086,686277
18087,134806
18088,696220
18089,766508
18090,739252
18091,863869
18092,489963
18093,652422
18094,106337
18095,720629
18096,142937
18097,422886
18098,184044
18099,461407
18100,701070
18101,900649
18102,229785
18103,165973
18104,794266
18105,357680
18106,617544
18107,915613
18108,786205
18109,458147
18110,901003
18111,241029
18112,943742
18113,423397
18114,804188
18115,790852
18116,479165
18117,787752
18118,425899
18119,403272
18120,183712
18121,783295
18122,915269
18123,143058
18124,594504
18125,124092
18126,559662
18127,374589
18128,331534
18129,997795
18130,707479
18131,912082
18132,383987
18133,756115
18134,154824
18135,936318
18136,800198
18137,369531
18138,960269
18139,365226
18140,800174
18141,833535
18142,767265
18143,325396
18144,657844
18145,144120
18146,502196
18147,792488
18148,443763
18149,570498
18150,738250
18151,818582
18152,860047
18153,685447
18154,199349
18155,855375
18156,343815
18157,294749
18158,650309
18159,898257
18160,196247
18161,853613
18162,573849
18163,178577
18164,440024
18165,785075
18166,972081
18167,637975
18168,722248
18169,936037
18170,357490
18171,551998
18172,894056
18173,626511
18174,529684
18175,115092
18176,368646
18177,590879
18178,721522
18179,816243
18180,332229
18181,903061
18182,722556
18183,670260
18184,603911
18185,884420
18186,964858
18187,123277
18188,865899
18189,167414
18190,548197
18191,499371
18192,226365
18193,398075
18194,740185
18195,559799
18196,657119
18197,865596
18198,342319
18199,981463
18200,861144
18201,867897
18202,904089
18203,302451
18204,948815
18205,237844
18206,167969
18207,389092
18208,823800
18209,881874
18210,770634
18211,102012
18212,291507
18213,672192
18214,816616
18215,379282
18216,623280
18217,589234
18218,901650
18219,458509
18220,949148
18221,585812
18222,376739
18223,384723
18224,200919
18225,419447
18226,549204
18227,632465
18228,976045
18229,711885
18230,644979
18231,111094
18232,983884
18233,487411
18234,880731
18235,980097
18236,635351
18237,810111
18238,195851
18239,177204
18240,102290
18241,749659
18242,674810
18243,176716
18244,646008
18245,585440
18246,747027
18247,211861
18248,441312
18249,593979
18250,281367
18251,863677
18252,834911
18253,526934
18254,800203
18255,462379
18256,129035
18257,283549
18258,242302
18259,737252
18260,953762
18261,977115
18262,211827
18263,467261
18264,385156
18265,354212
18266,628314
18267,557454
18268,790357
18269,885056
18270,284386
18271,602205
18272,971537
18273,706610
18274,507129
18275,855095
18276,186077
18277,550054
18278,168805
18279,669823
18280,892507
18281,600279
18282,350689
18283,573886
18284,351639
18285,197994
18286,757816
18287,515503
18288,103230
18289,397874
18290,982177
18291,396544
18292,467221
18293,966736
18294,817564
18295,813853
18296,831459
18297,459247
18298,776253
18299,173983
18300,341710
18301,473121
18302,129771
18303,757238
18304,206158
18305,325452
18306,597255
18307,824764
18308,332950
18309,971270
18310,220000
18311,833868
18312,773606
18313,900443
18314,364166
18315,552090
18316,925437
18317,429228
18318,124814
18319,961608
18320,259296
18321,616021
18322,603722
18323,163928
18324,228333
18325,487535
18326,903973
18327,567185
18328,357146
18329,279429
18330,740529
18331,532499
18332,530485
18333,282917
18334,909151
18335,606821
18336,346840
18337,752116
18338,147517
18339,796955
18340,814401
18341,377043
18342,121904
18343,792030
18344,640308
18345,266077
18346,294276
18347,343738
18348,738421
18349,882004
18350,418896
18351,570149
18352,753621
18353,279920
18354,889497
18355,702247
18356,588343
18357,620265
18358,364969
18359,523742
18360,419560
18361,590019
18362,900434
18363,309017
18364,398022
18365,922445
18366,673724
18367,629026
18368,845753
18369,109475
18370,325716
18371,510655
18372,143696
18373,613886
18374,136851
18375,975298
18376,892990
18377,525003
18378,814228
18379,794431
18380,746761
18381,590661
18382,495363
18383,607404
18384,793893
18385,923008
18386,896379
18387,735667
18388,451932
18389,909245
18390,783880
18391,380822
18392,944338
18393,293615
18394,938101
18395,733582
18396,953196
18397,142307
18398,255039
18399,837288
18400,233047
18401,673475
18402,713228
18403,904786
18404,191252
18405,605246
18406,464145
18407,145159
18408,174523
18409,479883
18410,853714
18411,896307
18412,779812
18413,459134
18414,996637
18415,860016
18416,526869
18417,109548
18418,562195
18419,879506
18420,142499
18421,789691
18422,856287
18423,800011
18424,263412
18425,895221
18426,545594
18427,547923
18428,954237
18429,144993
18430,472856
18431,219449
18432,859207
18433,157859
18434,235720
18435,412828
18436,538434
18437,609321
18438,640191
18439,959938
18440,114520
18441,867427
18442,226979
18443,418812
18444,899916
18445,282738
18446,701227
18447,672575
18448,631797
18449,926058
18450,618495
18451,284866
18452,702124
18453,680840
18454,523571
18455,363723
18456,204470
18457,922660
18458,741776
18459,416089
18460,489956
18461,263576
18462,861914
18463,687994
18464,100361
18465,416333
18466,668242
18467,811166
18468,585245
18469,968539
18470,591835
18471,873669
18472,495915
18473,886415
18474,184048
18475,931116
18476,791267
18477,433371
18478,797260
18479,715780
18480,325963
18481,948664
18482,715894
18483,779916
18484,987874
18485,522254
18486,731497
18487,899864
18488,337697
18489,441637
18490,601023
18491,989817
18492,925980
18493,930967
18494,350283
18495,943637
18496,110168
18497,610866
18498,868706
18499,270406
18500,498507
18501,146694
18502,662039
18503,742331
18504,624778
18505,276875
18506,349640
18507,382655
18508,379943
18509,278545
18510,683828
18511,571624
18512,735774
18513,578582
18514,487696
18515,835757
18516,175953
18517,536345
18518,985869
18519,690156
18520,864822
18521,276538
18522,524867
18523,768772
18524,543395
18525,914357
18526,313504
18527,569012
18528,466296
18529,634842
18530,944328
18531,118125
18532,450407
18533,451333
18534,774823
18535,860434
18536,374209
18537,246806
18538,668702
18539,386305
18540,195375
18541,948031
18542,695810
18543,552863
18544,287590
18545,779568
18546,121763
18547,709606
18548,611236
18549,878062
18550,522837
18551,159417
18552,865702
18553,390166
18554,666501
18555,858998
18556,779327
18557,193710
18558,568604
18559,250771
18560,752688
18561,144942
18562,246858
18563,660049
18564,153659
18565,835240
18566,908254
18567,308770
18568,183165
18569,645820
18570,797134
18571,596621
18572,938991
18573,117680
18574,728529
18575,157966
18576,811698
18577,213608
18578,181491
18579,362645
18580,620798
18581,574874
18582,806839
18583,821286
18584,639680
18585,523999
18586,803471
18587,494565
18588,777003
18589,492949
18590,966799
18591,728854
18592,129401
18593,461063
18594,103533
18595,191443
18596,424913
18597,701232
18598,661108
18599,341988
18600,900211
18601,493064
18602,172907
18603,389626
18604,390765
18605,247717
18606,444842
18607,902253
18608,983738
18609,308214
18610,960377
18611,381663
18612,740966
18613,234037
18614,685714
18615,609743
18616,952236
18617,380659
18618,642036
18619,248028
18620,548707
18621,257493
18622,710013
18623,874917
18624,744915
18625,251255
18626,200552
18627,195182
18628,804223
18629,832584
18630,559214
18631,305420
18632,107608
18633,188930
18634,821261
18635,324030
18636,529019
18637,126418
18638,657430
18639,881431
18640,124254
18641,353993
18642,110808
18643,330567
18644,802007
18645,510478
18646,573290
18647,962720
18648,434434
18649,560863
18650,746992
18651,788019
18652,460848
18653,154382
18654,209327
18655,648414
18656,595002
18657,920713
18658,344942
18659,833029
18660,197406
18661,160865
18662,145234
18663,380023
18664,179231
18665,963249
18666,895789
18667,773478
18668,532078
18669,337834
18670,243615
18671,203720
18672,899747
18673,975265
18674,202110
18675,549018
18676,919065
18677,282866
18678,488399
18679,605126
18680,123771
18681,928368
18682,521098
18683,430815
18684,462924
18685,581753
18686,191019
18687,370860
18688,358522
18689,302686
18690,265360
18691,703884
18692,401666
18693,980692
18694,710240
18695,436798
18696,469542
18697,296174
18698,123910
18699,721393
18700,762530
18701,996347
18702,342943
18703,882227
18704,161365
18705,352979
18706,639628
18707,671582
18708,440686
18709,143960
18710,475015
18711,428363
18712,239854
18713,848123
18714,844748
18715,427513
18716,120854
18717,550031
18718,772907
18719,840335
18720,928811
18721,245580
18722,754918
18723,125835
18724,212024
18725,111027
18726,595342
18727,281677
18728,975498
18729,929406
18730,324349
18731,217394
18732,288457
18733,578687
18734,461335
18735,179905
18736,410654
18737,198015
18738,376134
18739,214881
18740,657270
18741,510457
18742,979942
18743,789718
18744,529089
18745,289771
18746,914834
18747,885745
18748,924680
18749,432555
18750,518594
18751,724139
18752,736061
18753,579396
18754,837327
18755,622844
18756,406624
18757,291932
18758,234063
18759,855397
18760,504669
18761,919960
18762,236205
18763,516229
18764,994252
18765,343962
18766,164725
18767,929486
18768,446628
18769,455589
18770,394709
18771,623793
18772,837823
18773,999145
18774,482974
18775,369823
18776,456934
18777,913527
18778,486754
18779,771166
18780,464083
18781,611399
18782,728317
18783,640698
18784,890064
18785,697915
18786,580585
18787,252460
18788,377101
18789,202645
18790,161304
18791,515392
18792,415358
18793,489326
18794,579638
18795,888109
18796,631687
18797,248901
18798,549961
18799,695469
18800,151510
18801,138378
18802,200446
18803,524547
18804,439726
18805,975753
18806,657703
18807,794340
18808,330159
18809,169584
18810,777756
18811,789303
18812,671466
18813,630579
18814,237333
18815,256008
18816,943203
18817,305015
18818,269501
18819,918981
18820,808158
18821,180837
18822,496583
18823,279066
18824,386410
18825,186417
18826,295800
18827,978670
18828,313125
18829,647266
18830,227353
18831,108972
18832,969169
18833,958356
18834,824499
18835,893798
18836,927724
18837,219438
18838,512902
18839,620405
18840,501924
18841,555915
18842,805208
18843,477561
18844,466857
18845,786126
18846,929861
18847,241443
18848,216654
18849,172373
18850,231100
18851,223756
18852,431605
18853,586798
18854,330449
18855,850460
18856,428282
18857,675742
18858,207166
18859,149601
18860,183500
18861,285602
18862,691625
18863,285244
18864,619809
18865,929374
18866,338228
18867,300919
18868,221892
18869,491594
18870,223727
18871,717713
18872,881973
18873,299501
18874,901861
18875,184816
18876,759198
18877,716075
18878,422111
18879,597984
18880,614348
18881,437185
18882,281669
18883,117466
18884,906105
18885,863384
18886,187651
18887,604671
18888,725039
18889,121664
18890,562735
18891,213710
18892,974620
18893,906794
18894,107520
18895,818989
18896,198213
18897,882388
18898,336173
18899,612342
18900,154411
18901,196084
18902,325210
18903,936132
18904,414577
18905,295554
18906,417059
18907,434496
18908,467323
18909,240717
18910,226595
18911,400247
18912,143253
18913,128774
18914,698104
18915,382239
18916,902651
18917,251324
18918,889859
18919,759985
18920,488843
18921,183489
18922,880723
18923,659461
18924,172447
18925,649359
18926,909403
18927,657300
18928,613084
18929,954931
18930,575371
18931,434868
18932,850310
18933,774952
18934,662409
18935,513885
18936,891762
18937,790605
18938,761535
18939,932201
18940,631948
18941,370963
18942,545814
18943,626416
18944,901056
18945,818342
18946,479870
18947,541878
18948,566091
18949,985408
18950,131576
18951,305692
18952,866187
18953,637885
18954,847453
18955,444307
18956,769703
18957,143289
18958,592233
18959,488608
18960,523157
18961,677630
18962,504223
18963,304381
18964,539870
18965,451111
18966,423151
18967,775913
18968,230455
18969,718532
18970,723367
18971,983922
18972,833463
18973,827473
18974,921433
18975,928152
18976,583814
18977,219715
18978,214256
18979,194396
18980,185190
18981,258175
18982,569885
18983,757948
18984,571736
18985,869272
18986,543001
18987,744362
18988,251308
18989,924196
18990,964133
18991,999594
18992,852643
18993,422162
18994,327555
18995,176605
18996,948832
18997,746422
18998,370995
18999,736574
19000,746849
19001,167098
19002,665460
19003,340240
19004,619904
19005,601233
19006,738805
19007,800619
19008,464770
19009,994732
19010,755634
19011,622957
19012,198177
19013,867909
19014,971844
19015,426576
19016,621077
19017,405756
19018,931853
19019,606125
19020,878654
19021,854616
19022,723246
19023,203666
19024,930435
19025,606812
19026,143490
19027,136870
19028,460506
19029,553478
19030,202649
19031,893936
19032,307568
19033,662789
19034,961034
19035,707934
19036,586486
19037,382274
19038,764408
19039,337200
19040,561887
19041,921061
19042,396664
19043,189068
19044,733521
19045,688292
19046,725889
19047,918835
19048,651485
19049,717227
19050,325046
19051,888648
19052,673292
19053,443856
19054,151409
19055,380618
19056,554995
19057,433861
19058,388145
19059,827250
19060,576348
19061,794215
19062,442817
19063,117908
19064,620951
19065,258599
19066,417556
19067,407729
19068,805448
19069,618156
19070,459252
19071,615104
19072,736323
19073,839464
19074,827336
19075,887436
19076,338366
19077,201182
19078,153010
19079,330944
19080,148856
19081,348642
19082,376113
19083,460708
19084,575162
19085,944554
19086,236144
19087,842594
19088,544844
19089,820763
19090,643672
19091,257496
19092,616076
19093,484499
19094,788242
19095,762216
19096,974908
19097,343904
19098,497009
19099,924171
19100,449046
19101,604648
19102,904465
19103,304283
19104,537376
19105,601764
19106,519287
19107,436652
19108,334334
19109,643025
19110,794363
19111,630614
19112,967777
19113,650789
19114,257581
19115,656490
19116,226708
19117,619911
19118,502914
19119,717350
19120,336422
19121,342316
19122,924716
19123,615628
19124,161949
19125,334658
19126,989258
19127,416750
19128,720751
19129,483974
19130,710163
19131,296965
19132,557153
19133,396594
19134,617611
19135,786529
19136,382956
19137,873938
19138,245715
19139,210120
19140,961640
19141,970466
19142,572562
19143,271862
19144,872168
19145,808266
19146,978508
19147,261369
19148,404155
19149,727171
19150,398529
19151,223235
19152,922901
19153,240088
19154,711901
19155,593658
19156,499129
19157,566950
19158,894224
19159,132498
19160,719355
19161,347701
19162,421311
19163,842137
19164,337267
19165,189762
19166,499577
19167,281513
19168,492789
19169,715381
19170,836410
19171,337693
19172,877187
19173,809302
19174,599743
19175,353738
19176,477642
19177,165783
19178,491569
19179,618997
19180,489721
19181,893611
19182,631484
19183,297341
19184,873046
19185,439297
19186,771993
19187,929178
19188,105646
19189,605646
19190,881636
19191,747893
19192,692472
19193,277588
19194,531482
19195,683307
19196,745768
19197,792569
19198,785662
19199,271544
19200,449119
19201,128447
19202,608430
19203,551827
19204,115716
19205,856674
19206,488235
19207,788573
19208,857994
19209,965533
19210,281218
19211,387905
19212,637845
19213,563602
19214,734396
19215,878218
19216,122442
19217,788201
19218,269194
19219,552721
19220,120838
19221,161725
19222,457469
19223,338478
19224,331778
19225,139078
19226,431815
19227,177554
19228,249374
19229,676814
19230,830176
19231,533589
19232,892598
19233,479240
19234,488616
19235,170241
19236,317276
19237,522868
19238,805575
19239,191945
19240,497379
19241,862881
19242,724941
19243,292871
19244,642804
19245,623974
19246,897847
19247,572454
19248,619864
19249,564821
19250,691801
19251,922522
19252,634837
19253,550669
19254,140564
19255,409325
19256,600970
19257,872124
19258,896730
19259,379563
19260,317075
19261,268924
19262,428076
19263,358816
19264,505233
19265,593214
19266,310082
19267,256984
19268,300265
19269,238844
19270,418690
19271,870793
19272,938314
19273,575250
19274,163691
19275,338141
19276,542429
19277,639920
19278,391301
19279,341275
19280,682164
19281,571996
19282,247627
19283,213312
19284,447260
19285,207504
19286,785614
19287,509882
19288,565612
19289,699122
19290,581021
19291,539606
19292,375608
19293,193946
19294,288772
19295,926772
19296,843993
19297,643519
19298,223854
19299,723372
19300,252285
19301,157651
19302,749455
19303,500415
19304,534850
19305,985875
19306,937620
19307,948546
19308,162138
19309,761224
19310,576094
19311,336327
19312,876329
19313,784328
19314,198673
19315,644307
19316,921948
19317,496437
19318,837759
19319,938067
19320,890966
19321,510825
19322,568558
19323,775130
19324,604840
19325,990154
19326,620512
19327,806084
19328,917269
19329,934279
19330,112267
19331,761234
19332,101640
19333,187564
19334,129645
19335,869329
19336,210824
19337,704140
19338,955084
19339,303186
19340,932538
19341,548451
19342,144475
19343,103136
19344,434336
19345,321906
19346,922114
19347,125333
19348,695358
19349,207305
19350,290408
19351,934401
19352,810034
19353,509101
19354,277978
19355,742897
19356,259546
19357,788467
19358,693658
19359,154173
19360,924280
19361,409799
19362,875497
19363,943209
19364,744060
19365,348492
19366,149877
19367,305064
19368,112035
19369,965511
19370,415634
19371,467768
19372,512833
19373,273749
19374,858609
19375,207609
19376,240918
19377,719602
19378,803895
19379,863019
19380,698268
19381,698347
19382,934366
19383,584968
19384,604356
19385,589011
19386,596083
19387,441567
19388,768828
19389,956541
19390,134843
19391,417457
19392,783289
19393,924434
19394,153916
19395,213251
19396,894051
19397,926551
19398,721641
19399,631713
19400,566479
19401,345740
19402,422421
19403,781714
19404,455830
19405,522388
19406,242017
19407,821366
19408,492623
19409,982896
19410,134150
19411,663201
19412,444825
19413,795764
19414,509235
19415,293068
19416,168433
19417,957113
19418,806144
19419,360787
19420,140897
19421,292848
19422,638204
19423,153401
19424,365802
19425,441997
19426,402861
19427,418768
19428,176072
19429,507701
19430,314607
19431,579627
19432,229899
19433,573897
19434,563705
19435,173738
19436,983692
19437,723700
19438,264801
19439,154165
19440,261954
19441,204405
19442,996358
19443,157245
19444,409259
19445,562965
19446,444250
19447,649773
19448,371940
19449,209754
19450,248183
19451,346708
19452,627575
19453,160964
19454,729234
19455,582735
19456,885401
19457,439637
19458,651103
19459,147657
19460,561314
19461,690713
19462,294911
19463,771858
19464,381998
19465,722136
19466,203933
19467,581962
19468,561009
19469,706785
19470,649167
19471,352359
19472,180094
19473,410011
19474,208335
19475,668115
19476,754551
19477,949463
19478,578884
19479,649260
19480,484026
19481,566853
19482,738793
19483,524558
19484,913885
19485,182147
19486,690728
19487,888244
19488,851914
19489,265186
19490,663572
19491,781011
19492,422964
19493,247958
19494,784706
19495,451444
19496,110308
19497,856070
19498,558520
19499,173643
19500,372529
19501,804765
19502,329397
19503,993434
19504,413368
19505,301102
19506,339706
19507,761155
19508,178284
19509,270766
19510,849296
19511,290892
19512,793936
19513,441232
19514,824310
19515,884028
19516,707278
19517,522223
19518,209181
19519,406999
19520,315477
19521,171764
19522,940660
19523,767459
19524,919173
19525,496479
19526,284638
19527,181991
19528,756836
19529,443955
19530,294716
19531,325365
19532,386925
19533,340965
19534,160943
19535,520501
19536,362928
19537,774761
19538,104592
19539,653699
19540,600710
19541,371592
19542,595922
19543,542303
19544,310376
19545,821664
19546,785012
19547,366028
19548,487855
19549,998603
19550,595763
19551,573455
19552,373270
19553,200635
19554,360385
19555,548967
19556,772760
19557,405387
19558,424353
19559,790166
19560,189570
19561,677979
19562,444066
19563,520572
19564,185117
19565,329010
19566,573872
19567,725716
19568,690188
19569,743460
19570,716155
19571,153718
19572,439933
19573,377379
19574,245688
19575,574922
19576,234251
19577,354736
19578,781762
19579,755908
19580,607261
19581,888148
19582,494996
19583,848987
19584,474937
19585,585940
19586,659106
19587,356172
19588,895360
19589,931120
19590,849676
19591,738324
19592,461404
19593,299232
19594,963583
19595,549594
19596,993359
19597,425049
19598,748904
19599,815693
19600,867957
19601,646226
19602,846147
19603,124495
19604,213366
19605,381384
19606,221084
19607,815514
19608,386286
19609,744283
19610,877834
19611,927973
19612,225569
19613,375874
19614,526164
19615,762992
19616,233166
19617,801545
19618,163206
19619,389099
19620,119051
19621,605162
19622,571576
19623,412830
19624,975310
19625,688168
19626,981219
19627,148958
19628,397356
19629,562113
19630,504449
19631,734550
19632,946022
19633,159172
19634,240587
19635,859568
19636,461915
19637,132063
19638,221386
19639,157089
19640,943246
19641,398449
19642,114746
19643,123736
19644,688213
19645,665338
19646,117941
19647,366474
19648,602568
19649,365303
19650,248393
19651,697455
19652,499853
19653,130899
19654,232066
19655,597145
19656,562726
19657,513363
19658,896042
19659,911215
19660,601531
19661,384641
19662,189948
19663,669218
19664,435998
19665,297268
19666,147997
19667,747320
19668,509812
19669,914997
19670,940061
19671,989738
19672,687725
19673,213817
19674,296131
